dataset,seed,cell_id,family,sym,augmented,cost_selected,sigma_selected,eps_selected,cv_mape_min,n_failed_lhs,elapsed_sec,MAPE,RMSPE,MAAPE,MASE,MSE,R2
boston_ablation,12,A4,A,TRUE,TRUE,6.621153449374402,2.49822312281748,4.996847514892995,12.733415469276645,0,1112.3600000000006,14.136713283519676,23.143554086738067,8.457972699910846,0.2546517600102745,14.2987873884653,0.777174548615106
boston_ablation,12,B1,B,FALSE,FALSE,533451.5310835392,7.979983962014386,NA,NA,NA,260.1100000000006,12.320165562230665,19.65793024085065,7.489504976778306,0.22365180180796887,9.780131722847534,0.8475911133901317
boston_ablation,12,B2,B,FALSE,TRUE,12936.26173259755,2.3421644392011993,NA,12.606134044308664,0,585.4899999999998,13.932478013819216,24.181562174600963,8.23637753929519,0.2416483398792733,12.22725738710876,0.8094562795807668
boston_ablation,12,B3,B,TRUE,FALSE,320826.4084281489,4.024716186883173,NA,NA,NA,394.5100000000002,14.853679162967234,23.656238268610178,8.907288040975601,0.2636826023052001,14.503490245728845,0.7739845573710706
boston_ablation,12,B4,B,TRUE,TRUE,12936.26173259755,2.3421644392011993,NA,12.606134044308678,0,1060.5200000000004,13.93247801381962,24.181562174602146,8.236377539295365,0.24164833987927833,12.227257387109102,0.8094562795807615
boston_ablation,13,A1,A,FALSE,FALSE,33.662782530980834,3.414240301865946,1.0177193645616593,NA,NA,408.28000000000003,11.068075764580907,15.483144903017479,6.901870924087758,0.2215114435724974,11.066140839814311,0.855106388117705
boston_ablation,13,A2,A,FALSE,TRUE,49.73257665564173,3.2676496467418086,2.460803161423434,12.021515349807679,0,905.6,13.544308022417537,19.124929429139183,8.35831977819512,0.2646334956931962,13.83369862633323,0.8188695961243344
boston_ablation,13,A3,A,TRUE,FALSE,35.7870323386963,2.6361590855960606,1.0017574804555522,NA,NA,649.6300000000001,13.244761011442744,18.900955133983054,8.170045223816064,0.2610732338834788,14.347202408664588,0.81214607626188
boston_ablation,13,A4,A,TRUE,TRUE,49.73257665564173,3.2676496467418086,2.460803161423434,12.025449439962197,0,1449.49,13.547289993359726,19.13151188026705,8.359857585455982,0.26469940312439966,13.846937297006978,0.8186962566703906
boston_ablation,13,B1,B,FALSE,FALSE,36227.46571492597,3.5939944591324577,NA,NA,NA,364.0799999999999,10.978294549733876,14.897085831565645,6.867190534621569,0.22301624741523401,10.462874363432894,0.8630052084883914
boston_ablation,13,B2,B,FALSE,TRUE,337511.69209776307,4.682160448081067,NA,13.30615155041238,0,810.3500000000004,14.96505321915974,21.854782042183114,9.116232168532608,0.2890431657888982,16.626110756288572,0.7823073758137576
boston_ablation,13,B3,B,TRUE,FALSE,77995.01963530233,2.8798843359955923,NA,NA,NA,423.27999999999975,13.485915544641488,18.538850177678114,8.349832673785645,0.26288658098575457,12.857663987279336,0.8316492260081272
boston_ablation,13,B4,B,TRUE,TRUE,337511.69209776307,4.682160448081067,NA,13.30615155042012,0,1467.87,14.965053219133564,21.854782042145676,9.11623216851782,0.2890431657886338,16.626110756269263,0.7823073758140104
boston_ablation,14,A1,A,FALSE,FALSE,62.65042990287946,6.427200226209521,5.989346171952273,NA,NA,488.39000000000004,9.877384828136137,14.515222479204946,6.150450378853826,0.22637243085149847,11.727025203986287,0.8915965895011799
boston_ablation,14,A2,A,FALSE,TRUE,90.84137791139416,2.574220322658654,8.649317706105784,13.417637763839114,0,1017.97,10.261443567415597,14.61412649350438,6.399478719609516,0.23013671932493326,10.845282002963987,0.8997473326361459
boston_ablation,14,A3,A,TRUE,FALSE,18.316107052714603,2.496807235930441,1.4688898159173043,NA,NA,631.1099999999999,11.307519388570626,18.958859357270715,6.859517438698498,0.25302396088650153,15.358611115917526,0.858026584190797
boston_ablation,14,A4,A,TRUE,TRUE,90.84137791139416,2.574220322658654,8.649317706105784,13.417195815647293,0,1504.02,10.2728560074521,14.644912617666419,6.405603601531904,0.23031616047107073,10.858352954229868,0.8996265061118537
boston_ablation,14,B1,B,FALSE,FALSE,24290.201679468835,4.9609896403625235,NA,NA,NA,363.6500000000001,8.89239028927594,13.05821118635177,5.552739172351688,0.20516878765364652,8.593665582696156,0.9205610424087836
boston_ablation,14,B2,B,FALSE,TRUE,7360.622175658256,2.574220322658654,NA,12.887477900658055,0,789.9599999999996,10.756685455604288,15.810761320139259,6.667208116214054,0.2524506619231601,13.130092185863635,0.8786267831480659
boston_ablation,14,B3,B,TRUE,FALSE,17826.36308371984,2.6736726293552295,NA,NA,NA,416.4399999999996,10.559800521799206,15.224228869587492,6.567417512971612,0.24873737619849218,12.818582424036538,0.8815063472317394
boston_ablation,14,B4,B,TRUE,TRUE,7360.622175658256,2.574220322658654,NA,12.887477900658006,0,1447.3700000000008,10.756685455604135,15.810761320139038,6.66720811621397,0.25245066192316085,13.130092185864283,0.8786267831480599
boston_ablation,15,A1,A,FALSE,FALSE,404.46485429726255,21.424722867105164,1.2310825989533636,NA,NA,337.99,12.68797338527245,18.698981384930747,7.808884317553451,0.2994032677123767,28.51162229740913,0.695326418458847
boston_ablation,15,A2,A,FALSE,TRUE,118.68558973758343,3.5921915825726627,3.58716217636823,12.380065506342241,0,963.98,13.781466087626601,20.495256662153068,8.444282656513826,0.3179361211163987,30.063287092391445,0.678745416314976
boston_ablation,15,A3,A,TRUE,FALSE,49.857157492806635,2.5914185590263115,1.7392162927750938,NA,NA,541,13.719613713945966,20.411133126215734,8.410143790212055,0.32620650423409375,32.0286984400061,0.6577431419360188
boston_ablation,15,A4,A,TRUE,TRUE,118.68558973758343,3.5921915825726627,3.58716217636823,12.378715058141326,0,1470.9600000000003,13.780144063478089,20.495609489688732,8.443313064486585,0.3179076561700793,30.064554906884652,0.6787318685210854
boston_ablation,15,B1,B,FALSE,FALSE,13336.705215021067,3.9203732827102495,NA,NA,NA,326.96000000000004,11.445142048846707,16.89379467640552,7.091732460403396,0.27386013568708556,23.028571050793854,0.753917993629642
boston_ablation,15,B2,B,FALSE,TRUE,34367.760206776096,3.2965769960940317,NA,12.354553500142408,0,798.9099999999999,12.789820352624389,18.77872397434059,7.881822014756616,0.3061010192208089,27.409952288084934,0.7070988018018944
boston_ablation,15,B3,B,TRUE,FALSE,34021.26855400265,2.475049497775902,NA,NA,NA,470.6099999999997,13.13627709377346,19.374796741610517,8.083813756478524,0.31436115013568033,29.405467457629676,0.6857748396862717
boston_ablation,15,B4,B,TRUE,TRUE,34367.760206776096,3.2965769960940317,NA,12.354553500142778,0,1453.5200000000004,12.789820352624174,18.778723974339968,7.8818220147565095,0.3061010192208152,27.409952288087155,0.7070988018018707
boston_ablation,16,A1,A,FALSE,FALSE,39.13436578038745,4.828156325210756,2.690630957003785,NA,NA,461.3600000000006,12.814172808021878,21.93282844448937,7.6692026318216895,0.2628273134299896,21.00334718438342,0.797531728648764
boston_ablation,16,A2,A,FALSE,TRUE,13.514051859650333,2.7610358397616905,2.1792807699717582,11.838797671124155,0,654.3800000000001,12.95594924266948,20.749341195906247,7.855438882205181,0.29048665204769075,26.48563601548319,0.7446835072230731
boston_ablation,16,A3,A,TRUE,FALSE,26.122450117022982,2.799344695152255,1.2709870700747032,NA,NA,423.7400000000007,13.136424899700602,20.992822223902685,7.957047296055377,0.2939667896743942,26.77805983609468,0.7418645972207114
boston_ablation,16,A4,A,TRUE,TRUE,13.514051859650333,2.7610358397616905,2.1792807699717582,11.8388010214311,0,1100.1500000000005,12.954485483146486,20.74699162961251,7.854592337308625,0.290463161047297,26.493182875032762,0.7446107569326684
boston_ablation,16,B1,B,FALSE,FALSE,31969.739571057802,5.184938950002438,NA,NA,NA,193.5,12.215602810667853,21.080617578615385,7.3374553488955065,0.24811235588365999,19.696278065970365,0.8101316263040502
boston_ablation,16,B2,B,FALSE,TRUE,10159.997065849082,3.1247490706873053,NA,12.126678918943512,0,583.4700000000012,12.375608291819711,18.52465438325284,7.6117016747730055,0.2815268624196728,22.21187816298683,0.7858817199161472
boston_ablation,16,B3,B,TRUE,FALSE,30256.790350110525,2.827750703385698,NA,NA,NA,376.91999999999825,12.376029643993615,19.633950932223993,7.543622294698553,0.27104846555847795,21.30867802975439,0.7945883973830485
boston_ablation,16,B4,B,TRUE,TRUE,10159.997065849082,3.1247490706873053,NA,12.126678918943517,0,1128.92,12.375608291819734,18.524654383253015,7.61170167477301,0.28152686241967134,22.211878162986743,0.785881719916148
boston_ablation,17,A1,A,FALSE,FALSE,34.086707218937065,3.5542603682724776,2.870101290835456,NA,NA,488.98,10.830906511774245,16.114470920679352,6.712327370955994,0.2165313957763317,8.787752629665869,0.8808781015666302
boston_ablation,17,A2,A,FALSE,TRUE,45.559745041773866,3.631072968822023,6.752086426963559,12.744953947437414,0,1000.2199999999999,12.876719700566728,18.326703179404973,7.953242288362532,0.27022064046609584,15.650048524137675,0.7878566262236126
boston_ablation,17,A3,A,TRUE,FALSE,95.35869411477427,3.039510528018766,1.5853444890990978,NA,NA,626.06,12.298583484492308,19.123114647086545,7.525885655470854,0.2473722235486121,13.581308362838683,0.8158993199320564
boston_ablation,17,A4,A,TRUE,TRUE,45.559745041773866,3.631072968822023,6.752086426963559,12.747350812939267,0,1489.06,12.87403374274014,18.320495663393128,7.9518101410153,0.27019132602838947,15.648264671230764,0.7878808071437811
boston_ablation,17,B1,B,FALSE,FALSE,71612.36830460366,4.062584729780909,NA,NA,NA,364.75,11.825088426115729,18.664569733332417,7.234196412578318,0.22805979033284798,10.018041541937011,0.8642009877438624
boston_ablation,17,B2,B,FALSE,TRUE,19413.903584288404,2.3149182121238328,NA,12.326300099066485,0,812.5799999999995,11.777772253355282,17.55082408223223,7.261987895953057,0.2322444417201532,10.663502499719698,0.8554514771583991
boston_ablation,17,B3,B,TRUE,FALSE,110558.6749761016,3.1241517215216743,NA,NA,NA,527.1900000000005,12.54944829464887,19.472466045309414,7.664160524904917,0.24712247523700215,12.87534971650894,0.8254689036140506
